startTime,endTime,label
72.86837,72.86839,water
72.86858,72.86858,water
72.86864,72.86864,water
72.86886,72.86886,water
72.86944,72.86944,water
72.86956,72.86956,water
72.86964,72.86964,water
72.86968,72.86968,water
72.86983,72.86985,water
72.87015,72.87017,water
72.8704,72.8704,water
72.87934,72.87934,water
72.87944,72.87944,water
72.87994,72.8801,water
72.88026,72.88026,water
72.8804,72.8804,water
72.8806,72.8806,water
72.88076,72.88076,water
72.88078,72.88086,water
72.88084,72.88092,water
72.81891,72.94297,water
72.88102,72.88106,water
72.88114,72.88114,water
72.8812,72.8812,water
72.88126,72.88131,water
72.8814,72.8814,water
72.8815,72.8815,water
72.88162,72.88163,water
72.88168,72.88168,water
72.88186,72.88187,water
72.88196,72.88196,water
72.88206,72.88206,water
72.88214,72.88214,water
72.88218,72.88218,water
72.88237,72.88239,water
72.8825,72.8825,water
72.88264,72.88264,water
72.884,72.884,water
72.8879,72.8879,water
72.88868,72.88868,water
72.889,72.889,water
72.88911,72.88917,water
72.88948,72.88948,water
72.88959,72.88966,water
72.88968,72.88968,water
72.88992,72.88997,water
72.89,72.89,water
72.89008,72.89009,water
72.89036,72.89036,water
72.89042,72.89042,water
72.89052,72.89053,water
72.8906,72.8906,water
72.89076,72.89077,water
72.89084,72.89084,water
72.891,72.891,water
72.89112,72.89112,water
72.89142,72.89142,water
72.89146,72.89146,water
72.89149,72.89152,water
72.89161,72.89163,water
72.89174,72.89174,water
72.8919,72.8919,water
72.89206,72.89206,water
72.8921,72.89218,water
72.8922,72.8922,water
72.89226,72.89226,water
72.89227,72.89233,water
72.89266,72.89266,water
72.89296,72.89296,water
72.89304,72.89304,water
72.89346,72.89346,water
72.89361,72.89363,water
72.89368,72.89368,water
72.8973,72.89734,water
72.89814,72.89814,water
72.89836,72.89836,water
72.89877,72.8988,water
72.89884,72.89885,water
72.89898,72.89902,water
72.89904,72.89904,water
72.89912,72.89912,water
72.89922,72.89922,water
72.89925,72.89932,water
72.89976,72.89976,water
72.89992,72.89992,water
72.90012,72.90012,water
72.90023,72.9005,water
72.90047,72.90049,water
72.90056,72.90056,water
72.9006,72.9006,water
72.90066,72.90067,water
72.9007,72.9007,water
72.90074,72.90074,water
72.90078,72.90078,water
72.90079,72.9009,water
72.9009,72.9009,water
72.90091,72.90097,water
72.90098,72.90098,water
72.90104,72.90108,water
72.90133,72.90136,water
72.90145,72.90148,water
72.9016,72.9016,water
72.90164,72.90164,water
72.90174,72.90174,water
72.9018,72.9018,water
72.90183,72.90185,water
72.90191,72.90198,water
72.90198,72.90198,water
72.90201,72.90203,water
72.90207,72.90213,water
72.90216,72.90216,water
72.90222,72.90222,water
72.90228,72.90228,water
72.9024,72.9024,water
72.90247,72.9025,water
72.90282,72.90287,water
72.90296,72.90296,water
72.90323,72.90329,water
72.90367,72.90369,water
72.90448,72.90448,water
72.9077,72.9077,water
72.90786,72.90786,water
72.90838,72.90843,water
72.90886,72.90886,water
72.90916,72.90916,water
72.9093,72.9093,water
72.90946,72.90946,water
72.9097,72.90974,water
72.90979,72.90982,water
72.90984,72.90992,water
72.90992,72.90992,water
72.91006,72.91006,water
72.9102,72.9102,water
72.91025,72.91028,water
72.91031,72.91038,water
72.91039,72.91041,water
72.91046,72.91046,water
72.9105,72.9105,water
72.91054,72.91054,water
72.91072,72.91072,water
72.91076,72.91081,water
72.91082,72.91083,water
72.91092,72.91092,water
72.91096,72.91096,water
72.91104,72.91104,water
72.9111,72.91111,water
72.91116,72.91116,water
72.9112,72.9112,water
72.9113,72.9113,water
72.91136,72.91136,water
72.91144,72.91144,water
72.91148,72.91148,water
72.9117,72.9117,water
72.9118,72.9118,water
72.91192,72.91192,water
72.91214,72.91219,water
72.91292,72.91292,water
72.91498,72.91498,water
72.91624,72.91624,water
72.91782,72.91782,water
72.91808,72.91808,water
72.91824,72.91824,water
72.91843,72.91845,water
72.91886,72.91891,water
72.91892,72.91897,water
72.91904,72.91904,water
72.91924,72.91924,water
72.91928,72.91933,water
72.91948,72.91948,water
72.91954,72.91954,water
72.91962,72.91962,water
72.91978,72.91978,water
72.91984,72.91984,water
72.91993,72.91995,water
72.92004,72.92009,water
72.92012,72.92012,water
72.92022,72.92022,water
72.92039,72.92041,water
72.92044,72.92044,water
72.92052,72.92052,water
72.92058,72.92067,water
72.9207,72.9207,water
72.92076,72.92076,water
72.9208,72.9208,water
72.92092,72.92092,water
72.92093,72.92099,water
72.921,72.921,water
72.92101,72.92107,water
72.92135,72.92138,water
72.92142,72.92142,water
72.92154,72.92154,water
72.92168,72.92173,water
72.92192,72.92193,water
72.92224,72.92224,water
72.923,72.923,water
72.92366,72.92366,water
72.9253,72.9253,water
72.93176,72.93176,water
72.93218,72.93218,water
72.93232,72.93232,water
72.93254,72.93254,water
72.93282,72.93282,water
72.93291,72.93302,water
72.93305,72.93308,water
72.93318,72.93318,water
72.93334,72.93334,water
72.9334,72.9334,water
72.93352,72.93352,water
72.93356,72.93356,water
72.93364,72.93369,water
72.93378,72.93387,water
72.9339,72.9339,water
72.93397,72.93399,water
72.934,72.93404,water
72.93411,72.93413,water
72.93415,72.93417,water
72.93424,72.93424,water
72.9343,72.9343,water
72.93438,72.93438,water
72.93446,72.93446,water
72.9345,72.9345,water
72.93456,72.93456,water
72.9346,72.9346,water
72.93464,72.93468,water
72.93476,72.93476,water
72.9348,72.9348,water
72.93488,72.93489,water
72.93496,72.93496,water
72.93506,72.93506,water
72.93516,72.93516,water
72.93532,72.93532,water
72.93548,72.93548,water
72.93552,72.93552,water
72.93556,72.93556,water
72.93568,72.93568,water
72.9357,72.93575,water
72.93576,72.9358,water
72.93586,72.93586,water
72.93592,72.93592,water
72.93604,72.93604,water
72.93626,72.93626,water
72.93632,72.93632,water
72.93636,72.93636,water
72.93644,72.93644,water
72.93656,72.93656,water
72.9366,72.9366,water
72.93666,72.93667,water
72.93664,72.93676,water
72.93676,72.93681,water
72.93682,72.93682,water
72.93683,72.93693,water
72.93694,72.93694,water
72.93696,72.93701,water
72.93708,72.93713,water
72.93726,72.93726,water
72.93736,72.93736,water
72.93748,72.93748,water
72.93764,72.93764,water
72.93772,72.93772,water
72.9379,72.9379,water
72.93792,72.93796,water
72.93798,72.93798,water
72.93804,72.93804,water
72.93814,72.93814,water
72.93826,72.93826,water
72.9383,72.9383,water
72.93838,72.93838,water
72.93842,72.93842,water
72.93846,72.93846,water
72.93856,72.93856,water
72.93876,72.93876,water
72.93879,72.93885,water
72.9389,72.93891,water
72.93898,72.93898,water
72.93901,72.93903,water
72.93905,72.93907,water
72.93917,72.93919,water
72.93931,72.93938,water
72.9394,72.9394,water
72.9395,72.9395,water
72.9396,72.9396,water
72.93964,72.93964,water
72.93976,72.93976,water
72.9398,72.9398,water
72.93996,72.93996,water
72.94,72.94,water
72.94013,72.94019,water
72.9403,72.9403,water
72.94068,72.94068,water
72.94131,72.94133,water
72.94212,72.94212,water
72.9423,72.94235,water
73.93641,73.93644,tissue
73.93648,73.93648,tissue
73.93654,73.93654,tissue
73.9365,73.93667,tissue
74.03823,74.03834,tissue
74.0385,74.0385,tissue
74.03857,74.03859,tissue
74.03862,74.03862,tissue
74.03872,74.03872,tissue
74.03874,74.03883,tissue
74.03901,74.03903,tissue
74.03907,74.03909,tissue
74.03916,74.03916,tissue
74.03922,74.03922,tissue
74.0133,74.06527,tissue
75.03242,75.03247,water
75.0325,75.0325,water
75.03256,75.03261,water
75.0327,75.0327,water
75.0328,75.0328,water
75.03284,75.03284,water
75.0329,75.0329,water
75.03296,75.03296,water
75.03304,75.03304,water
75.03318,75.03318,water
75.03322,75.03322,water
75.03325,75.03331,water
75.03332,75.03332,water
75.03342,75.03342,water
75.0335,75.0335,water
75.03402,75.03403,water
75.0341,75.0341,water
75.03424,75.03429,water
75.03438,75.03438,water
75.03445,75.03447,water
75.0345,75.0345,water
75.03458,75.03458,water
75.03477,75.0348,water
75.03482,75.03483,water
75.0349,75.0349,water
75.03494,75.03494,water
75.03511,75.03513,water
75.0352,75.0352,water
75.03538,75.03539,water
75.03544,75.03544,water
75.03562,75.03562,water
75.05546,75.05546,tissue
78.09184,78.09184,tissue
78.09194,78.09194,tissue
78.09226,78.09226,tissue
78.09234,78.09234,tissue
78.09243,78.0925,tissue
78.0926,78.0926,tissue
78.09263,78.0927,tissue
78.0927,78.0927,tissue
78.09276,78.09281,tissue
78.09282,78.09282,tissue
78.09295,78.09301,tissue
78.09305,78.09308,tissue
78.09318,78.09318,tissue
78.09338,78.09338,tissue
86.68974,86.68974,tissue
86.68986,86.68986,tissue
86.68996,86.68996,tissue
86.69001,86.69003,tissue
86.69016,86.69016,tissue
88.5313,88.5313,tissue
89.26212,89.26216,tissue
89.26226,89.26227,tissue
89.26234,89.26234,tissue
89.26246,89.26246,tissue
89.26258,89.26258,tissue
89.26268,89.26268,tissue
90.94066,90.94066,tissue
90.94074,90.94074,tissue
90.94088,90.94092,tissue
90.94096,90.94096,tissue
93.84843,93.84846,water
93.84854,93.84854,water
93.84858,93.84858,water
93.84862,93.84863,water
93.84874,93.84874,water
93.8488,93.8488,water
93.84884,93.84884,water
93.84902,93.84902,water
93.84906,93.84906,water
93.84909,93.84915,water
93.84918,93.84918,water
93.84926,93.84926,water
93.84936,93.84936,water
93.84972,93.84972,water
93.89095,93.89097,tissue
93.89106,93.89106,tissue
93.89116,93.89116,tissue
93.89117,93.89123,tissue
93.89125,93.89131,tissue
93.89136,93.89136,tissue
93.89152,93.89152,tissue
93.89162,93.89162,tissue
93.8918,93.8918,tissue
93.89193,93.89196,tissue
93.89198,93.89198,tissue
93.8922,93.8922,tissue
95.58184,95.58184,tissue
95.58198,95.58199,tissue
95.58201,95.58204,tissue
95.58212,95.58212,tissue
95.5822,95.5822,tissue
95.58224,95.58224,tissue
95.58228,95.58228,tissue
95.58236,95.58236,tissue
95.58258,95.58267,tissue
95.58265,95.58268,tissue
95.5827,95.5827,tissue
95.58288,95.58288,tissue
96.5805,96.5805,tissue
96.58068,96.58068,tissue
96.58073,96.58075,tissue
96.5808,96.5808,tissue
96.58083,96.5809,tissue
96.58091,96.58094,tissue
96.58097,96.581,tissue
96.58114,96.58114,tissue
97.71366,97.71367,water
97.71404,97.71405,water
97.71422,97.71422,water
97.7143,97.71435,water
97.71445,97.71448,water
97.71452,97.71452,water
97.71462,97.71462,water
97.71466,97.71471,water
97.71472,97.71472,water
97.71486,97.71486,water
97.71498,97.71499,water
97.71507,97.7151,water
97.71514,97.71514,water
97.71518,97.71518,water
97.71532,97.71532,water
97.71536,97.71536,water
97.71551,97.71554,water
97.7156,97.7156,water
97.71568,97.71568,water
98.93727,98.9373,tissue
98.93762,98.93762,tissue
98.93768,98.93768,tissue
98.9381,98.93811,tissue
98.93819,98.93822,tissue
98.93824,98.93824,tissue
98.93833,98.93844,tissue
98.93846,98.93846,tissue
98.93859,98.93862,tissue
98.9388,98.9388,tissue
98.93892,98.93897,tissue
98.93912,98.93912,tissue
98.93936,98.93937,tissue
98.93944,98.93944,tissue
98.94002,98.94002,tissue
98.95562,98.95562,tissue
98.95636,98.95636,tissue
98.95652,98.95652,tissue
98.95653,98.95663,tissue
98.95674,98.95682,tissue
98.95683,98.95686,tissue
98.95694,98.95695,tissue
98.95722,98.95722,tissue
98.95737,98.9574,tissue
98.95746,98.95746,tissue
98.95751,98.95753,tissue
98.95755,98.95758,tissue
98.95768,98.95768,tissue
98.95772,98.95772,tissue
98.9578,98.9578,tissue
98.95787,98.95806,tissue
98.95802,98.95802,tissue
98.95812,98.95812,tissue
98.95822,98.95822,tissue
98.95821,98.95835,tissue
98.95827,98.95841,tissue
98.9584,98.9584,tissue
98.95847,98.95853,tissue
98.9586,98.95864,tissue
98.95866,98.95866,tissue
98.95872,98.95872,tissue
98.95874,98.95883,tissue
98.95882,98.95882,tissue
98.95886,98.9589,tissue
98.95896,98.95896,tissue
98.95908,98.95908,tissue
98.95918,98.95918,tissue
98.95923,98.95926,tissue
98.9593,98.9593,tissue
98.95942,98.95955,tissue
98.9595,98.95955,tissue
98.95956,98.95956,tissue
98.95965,98.95968,tissue
98.9598,98.9598,tissue
98.9599,98.9599,tissue
98.95996,98.95996,tissue
98.95999,98.96002,tissue
98.96004,98.96004,tissue
98.96008,98.96008,tissue
98.9602,98.96021,tissue
98.96024,98.96024,tissue
98.9603,98.96035,tissue
98.96039,98.96041,tissue
98.96043,98.96046,tissue
98.9605,98.9605,tissue
98.96056,98.96057,tissue
98.9606,98.9606,tissue
98.96076,98.96076,tissue
98.9608,98.9608,tissue
98.96091,98.96094,tissue
98.96096,98.96096,tissue
98.96106,98.96106,tissue
98.9611,98.9611,tissue
98.96123,98.9613,tissue
98.96133,98.96136,tissue
98.96142,98.96142,tissue
98.96152,98.96152,tissue
98.9617,98.9617,tissue
98.96204,98.96204,tissue
98.96205,98.96212,tissue
98.9624,98.96245,tissue
98.97164,98.97164,tissue
98.97173,98.97183,tissue
98.97264,98.97268,tissue
98.97318,98.97318,tissue
98.97332,98.97332,tissue
98.97335,98.97346,tissue
98.9735,98.9735,tissue
98.9739,98.9739,tissue
98.97396,98.97396,tissue
98.97396,98.97408,tissue
98.9743,98.9743,tissue
98.97436,98.97436,tissue
98.97442,98.97442,tissue
98.97447,98.9745,tissue
98.97454,98.97454,tissue
98.97458,98.97462,tissue
98.97464,98.97469,tissue
98.97471,98.97473,tissue
98.9748,98.9748,tissue
98.97492,98.97492,tissue
98.97501,98.97504,tissue
98.97514,98.97514,tissue
98.97521,98.97523,tissue
98.97526,98.97526,tissue
98.97527,98.97538,tissue
98.9754,98.9754,tissue
98.9755,98.9755,tissue
98.97554,98.97554,tissue
98.97572,98.97572,tissue
98.9758,98.9758,tissue
98.97594,98.97594,tissue
98.97598,98.97598,tissue
98.97608,98.97617,tissue
98.97612,98.97621,tissue
98.97637,98.97639,tissue
98.97654,98.97654,tissue
98.97656,98.97661,tissue
98.97662,98.97663,tissue
98.97668,98.97668,tissue
98.9768,98.9768,tissue
98.97688,98.97688,tissue
98.97698,98.97698,tissue
98.97724,98.97724,tissue
98.97767,98.97782,tissue
98.98207,98.98214,tissue
98.98214,98.98214,tissue
98.9823,98.9823,tissue
98.9828,98.9828,tissue
98.98326,98.98326,tissue
98.9835,98.9835,tissue
98.98354,98.98354,tissue
98.98364,98.98369,tissue
98.98382,98.98382,tissue
98.98394,98.98394,tissue
98.98398,98.98398,tissue
98.98404,98.98404,tissue
98.98408,98.98421,tissue
98.9842,98.9842,tissue
98.98435,98.98438,tissue
98.98446,98.98446,tissue
98.98458,98.98458,tissue
98.98464,98.98464,tissue
98.9847,98.9847,tissue
98.98474,98.98479,tissue
98.98484,98.98484,tissue
98.98494,98.98494,tissue
98.9853,98.9853,tissue
98.98576,98.98576,tissue
98.98995,98.99002,tissue
98.99136,98.99136,tissue
98.99181,98.99184,tissue
98.99198,98.99198,tissue
98.99208,98.99208,tissue
98.99214,98.99215,tissue
98.99236,98.99236,tissue
98.99246,98.99255,tissue
98.99258,98.99258,tissue
98.99269,98.99279,tissue
98.9928,98.9928,tissue
98.9929,98.9929,tissue
98.99322,98.99322,tissue
98.99324,98.99329,tissue
98.99331,98.99337,tissue
98.99342,98.99342,tissue
98.99352,98.99352,tissue
98.9936,98.9936,tissue
98.99362,98.99367,tissue
98.99372,98.99372,tissue
98.99376,98.99376,tissue
98.99382,98.99383,tissue
98.9939,98.9939,tissue
98.99394,98.99403,tissue
98.99404,98.99404,tissue
98.99416,98.99416,tissue
98.99432,98.99432,tissue
98.9944,98.9944,tissue
98.99444,98.99449,tissue
98.99458,98.99459,tissue
98.99464,98.99464,tissue
98.9947,98.99471,tissue
98.99474,98.99474,tissue
98.99481,98.99484,tissue
98.99486,98.99486,tissue
98.99489,98.99491,tissue
98.99502,98.99503,tissue
98.99512,98.99512,tissue
98.99513,98.9952,tissue
98.9952,98.99525,tissue
98.99527,98.99529,tissue
98.99534,98.99534,tissue
98.99542,98.99542,tissue
98.99548,98.99549,tissue
98.99561,98.99564,tissue
98.99582,98.99587,tissue
98.99587,98.9959,tissue
98.99591,98.99598,tissue
98.99613,98.99616,tissue
98.9962,98.9962,tissue
98.99624,98.99624,tissue
98.9963,98.9963,tissue
98.99635,98.99637,tissue
98.99645,98.99648,tissue
98.99662,98.99662,tissue
98.99669,98.99672,tissue
98.99682,98.99682,tissue
98.99693,98.99696,tissue
98.99697,98.997,tissue
98.9972,98.9972,tissue
98.99753,98.99755,tissue
98.99868,98.99873,tissue
98.9988,98.9988,tissue
99.00128,99.00128,tissue
99.00167,99.00169,tissue
99.00207,99.0021,tissue
99.00226,99.00226,tissue
99.00296,99.00296,tissue
99.00358,99.00362,tissue
99.00374,99.00374,tissue
99.00396,99.00396,tissue
99.00408,99.00409,tissue
99.00414,99.00418,tissue
99.00422,99.00422,tissue
99.00474,99.00474,tissue
99.00485,99.00488,tissue
99.00492,99.00492,tissue
99.00497,99.005,tissue
99.00504,99.00504,tissue
99.00508,99.00508,tissue
99.00532,99.00533,tissue
99.00538,99.00543,tissue
99.00551,99.00554,tissue
99.0056,99.0056,tissue
99.0057,99.0057,tissue
99.00574,99.00574,tissue
99.00577,99.0058,tissue
99.00582,99.00583,tissue
99.00584,99.00589,tissue
99.0059,99.0059,tissue
99.00604,99.00604,tissue
99.00608,99.00609,tissue
99.00612,99.00612,tissue
99.00618,99.00623,tissue
99.00626,99.00626,tissue
99.00632,99.00632,tissue
99.00644,99.00644,tissue
99.0065,99.0065,tissue
99.00678,99.00679,tissue
99.00722,99.00722,tissue
99.00742,99.00742,tissue
99.00748,99.00748,tissue
99.01263,99.0127,tissue
99.0127,99.0127,tissue
99.01311,99.01318,tissue
99.01336,99.01336,tissue
99.01386,99.01386,tissue
99.01414,99.01414,tissue
99.01421,99.01424,tissue
99.01434,99.01438,tissue
99.01443,99.01445,tissue
99.0145,99.0145,tissue
99.01454,99.01454,tissue
99.0146,99.0146,tissue
99.01468,99.01468,tissue
99.01474,99.01483,tissue
99.0148,99.01489,tissue
99.01496,99.01496,tissue
99.015,99.015,tissue
99.01505,99.01508,tissue
99.0151,99.0151,tissue
99.01513,99.01516,tissue
99.01524,99.01524,tissue
99.0153,99.0153,tissue
99.01542,99.01551,tissue
99.0155,99.0155,tissue
99.01564,99.01564,tissue
99.01572,99.01572,tissue
99.01602,99.01606,tissue
99.01612,99.01612,tissue
99.01676,99.01676,tissue
99.01711,99.01718,tissue
99.0245,99.0245,tissue
99.02468,99.02468,tissue
99.02476,99.02476,tissue
99.02488,99.02488,tissue
99.02489,99.025,tissue
99.02499,99.02501,tissue
99.02504,99.02504,tissue
99.0252,99.0252,tissue
99.02534,99.02534,tissue
99.02539,99.02549,tissue
99.02566,99.02566,tissue
99.02576,99.02576,tissue
99.0258,99.0258,tissue
99.0259,99.02591,tissue
99.02598,99.02599,tissue
99.02603,99.02614,tissue
99.02614,99.02619,tissue
99.02624,99.02624,tissue
99.02628,99.02628,tissue
99.0264,99.0264,tissue
99.02656,99.02656,tissue
99.02662,99.02662,tissue
99.02668,99.02668,tissue
99.02684,99.02685,tissue
99.02698,99.02698,tissue
99.02716,99.02716,tissue
99.02743,99.02746,tissue
99.02754,99.02754,tissue
99.02786,99.02786,tissue
99.0283,99.0283,tissue
99.02836,99.02836,tissue
99.02846,99.02846,tissue
99.0285,99.0285,tissue
99.0287,99.02871,tissue
99.03243,99.03246,tissue
99.03304,99.03305,tissue
99.03306,99.0331,tissue
99.03312,99.03312,tissue
99.03322,99.03322,tissue
99.03326,99.03326,tissue
99.03334,99.03334,tissue
99.03342,99.03342,tissue
99.0335,99.0335,tissue
99.0336,99.0336,tissue
99.03362,99.03371,tissue
99.03377,99.0338,tissue
99.03394,99.03394,tissue
99.03402,99.03403,tissue
99.0341,99.0341,tissue
99.0342,99.03421,tissue
99.03423,99.03429,tissue
99.0344,99.03441,tissue
99.03452,99.03452,tissue
99.03458,99.03458,tissue
99.03462,99.03467,tissue
99.0347,99.0347,tissue
99.03471,99.03482,tissue
99.03484,99.03484,tissue
99.0349,99.0349,tissue
99.03503,99.03506,tissue
99.03512,99.03513,tissue
99.03519,99.03522,tissue
99.03526,99.03531,tissue
99.03536,99.03536,tissue
99.03586,99.03586,tissue
99.03592,99.03592,tissue
99.03596,99.03596,tissue
99.036,99.036,tissue
99.03606,99.03606,tissue
99.03624,99.03624,tissue
99.00788,99.06468,tissue
99.03638,99.03638,tissue
99.03646,99.03646,tissue
99.03658,99.03658,tissue
99.03666,99.03671,tissue
99.03672,99.03676,tissue
99.03682,99.03682,tissue
99.037,99.037,tissue
99.03733,99.03735,tissue
99.0498,99.0498,tissue
99.05176,99.05184,tissue
99.0658,99.0658,tissue
99.06611,99.06614,tissue
99.06615,99.06618,tissue
99.06632,99.06632,tissue
99.06635,99.06638,tissue
99.06644,99.06645,tissue
99.06656,99.06656,tissue
99.06664,99.06664,tissue
99.06669,99.06672,tissue
99.06679,99.06686,tissue
99.06692,99.06692,tissue
99.06705,99.06711,tissue
99.06741,99.06744,tissue
99.06768,99.06768,tissue
99.06784,99.06789,tissue
99.08358,99.08358,tissue
99.09567,99.09569,tissue
99.09594,99.09594,tissue
99.09601,99.09604,tissue
99.09608,99.09612,tissue
99.09622,99.09622,tissue
99.09634,99.09634,tissue
99.0964,99.0964,tissue
99.09644,99.09649,tissue
99.09649,99.09656,tissue
99.09656,99.09656,tissue
99.0966,99.0966,tissue
99.09668,99.09668,tissue
99.09674,99.09674,tissue
99.0968,99.0968,tissue
99.09692,99.09692,tissue
99.09727,99.09738,tissue
99.09776,99.09776,tissue
99.11202,99.11202,tissue
99.11266,99.11266,tissue
99.11288,99.11289,tissue
99.11306,99.11306,tissue
99.11421,99.11432,tissue
99.11434,99.11434,tissue
99.1145,99.1145,tissue
99.11502,99.11503,tissue
99.11518,99.11518,tissue
99.11526,99.11526,tissue
99.11596,99.11596,tissue
99.11601,99.11607,tissue
99.11618,99.11618,tissue
99.11657,99.1166,tissue
99.12791,99.12797,tissue
99.12812,99.12812,tissue
99.12836,99.12836,tissue
99.12876,99.12876,tissue
99.1289,99.12891,tissue
99.12893,99.12903,tissue
99.12906,99.12906,tissue
99.1291,99.1291,tissue
99.12924,99.12924,tissue
99.12932,99.12936,tissue
99.1294,99.1294,tissue
99.12963,99.12966,tissue
99.12972,99.12976,tissue
99.1299,99.1299,tissue
99.12996,99.12996,tissue
99.13001,99.13004,tissue
99.13022,99.13022,tissue
99.13026,99.13026,tissue
99.13034,99.13034,tissue
99.13042,99.13042,tissue
99.13046,99.13046,tissue
99.1305,99.13054,tissue
99.13053,99.13068,tissue
99.1307,99.1307,tissue
99.13078,99.13078,tissue
99.13136,99.13136,tissue
99.1314,99.1314,tissue
99.13182,99.13182,tissue
99.13199,99.13202,tissue
99.13206,99.13206,tissue
99.13258,99.13263,tissue
99.13264,99.13264,tissue
99.13276,99.13276,tissue
99.13296,99.13296,tissue
99.133,99.133,tissue
99.13302,99.13307,tissue
99.13363,99.13365,tissue
99.134,99.134,tissue
99.13443,99.13453,tissue
99.13462,99.13462,tissue
99.1362,99.1362,tissue
99.13747,99.1375,tissue
99.13768,99.13768,tissue
99.13774,99.13779,tissue
99.13811,99.13813,tissue
99.13824,99.13824,tissue
99.13842,99.13842,tissue
99.1386,99.1386,tissue
99.13893,99.13896,tissue
99.13908,99.13908,tissue
99.1393,99.1393,tissue
99.13942,99.13942,tissue
99.13958,99.13958,tissue
99.13962,99.1397,tissue
99.13966,99.13974,tissue
99.13978,99.13978,tissue
99.14,99.14,tissue
99.14006,99.14007,tissue
99.14012,99.14012,tissue
99.1402,99.1402,tissue
99.14025,99.14028,tissue
99.14032,99.14032,tissue
99.1404,99.1404,tissue
99.14046,99.14046,tissue
99.14062,99.14062,tissue
99.1407,99.1407,tissue
99.14074,99.14074,tissue
99.14082,99.14083,tissue
99.14086,99.14086,tissue
99.14092,99.14092,tissue
99.14098,99.14098,tissue
99.14101,99.14104,tissue
99.14112,99.14116,tissue
99.14123,99.1413,tissue
99.14132,99.14132,tissue
99.1415,99.1415,tissue
99.14162,99.14162,tissue
99.14196,99.14196,tissue
99.14256,99.14256,tissue
99.15024,99.15024,tissue
99.15032,99.15032,tissue
99.15037,99.1504,tissue
99.15047,99.1505,tissue
99.15052,99.15052,tissue
99.15059,99.15065,tissue
99.15073,99.15075,tissue
99.15079,99.15094,tissue
99.1509,99.1509,tissue
99.15112,99.15112,tissue
99.15125,99.15132,tissue
99.15135,99.15146,tissue
99.1516,99.1516,tissue
99.15172,99.15172,tissue
99.15182,99.15182,tissue
99.1519,99.1519,tissue
99.15198,99.15198,tissue
99.15202,99.15202,tissue
99.1521,99.1521,tissue
99.1522,99.15221,tissue
99.15234,99.15234,tissue
99.15266,99.15266,tissue
99.15281,99.15284,tissue
99.15286,99.15286,tissue
99.15289,99.15292,tissue
99.15312,99.15312,tissue
99.15318,99.15318,tissue
99.15326,99.15326,tissue
99.15332,99.15332,tissue
99.15336,99.15336,tissue
99.15342,99.15342,tissue
99.15352,99.15352,tissue
99.1536,99.15365,tissue
99.15378,99.15378,tissue
99.15388,99.15388,tissue
99.15396,99.15396,tissue
99.15408,99.15408,tissue
99.15414,99.15414,tissue
99.15418,99.15418,tissue
99.1543,99.1543,tissue
99.15433,99.15444,tissue
99.15442,99.15443,tissue
99.15445,99.15447,tissue
99.1545,99.1545,tissue
99.1546,99.15461,tissue
99.15464,99.15464,tissue
99.15483,99.15485,tissue
99.155,99.155,tissue
99.15516,99.15516,tissue
99.15519,99.15522,tissue
99.15527,99.1553,tissue
99.15536,99.15536,tissue
99.15542,99.15542,tissue
99.15546,99.15546,tissue
99.15556,99.15556,tissue
99.15559,99.15561,tissue
99.15568,99.15568,tissue
99.15576,99.15576,tissue
99.15576,99.15589,tissue
99.15624,99.15624,tissue
99.15652,99.15652,tissue
99.15683,99.15686,tissue
99.15706,99.15706,tissue
99.15724,99.15724,tissue
99.15754,99.15754,tissue
99.15876,99.15876,tissue
99.15892,99.15892,tissue
99.15912,99.15912,tissue
99.15934,99.15934,tissue
99.15944,99.15944,tissue
99.1596,99.1596,tissue
99.15972,99.15972,tissue
99.15976,99.15985,tissue
99.15984,99.15984,tissue
99.15989,99.15992,tissue
99.16004,99.16004,tissue
99.16008,99.16008,tissue
99.16014,99.16014,tissue
99.16022,99.16035,tissue
99.16066,99.16071,tissue
99.16084,99.16084,tissue
99.16088,99.16088,tissue
99.16092,99.16092,tissue
99.16096,99.16096,tissue
99.16107,99.16118,tissue
99.1613,99.1613,tissue
99.16148,99.16148,tissue
99.16154,99.16154,tissue
99.16172,99.16172,tissue
99.1618,99.1618,tissue
99.16184,99.16184,tissue
99.16192,99.16192,tissue
99.162,99.162,tissue
99.16212,99.16212,tissue
99.16222,99.16222,tissue
99.16232,99.16232,tissue
99.16248,99.16248,tissue
99.16249,99.16255,tissue
99.1626,99.1626,tissue
99.16288,99.16288,tissue
99.1629,99.16294,tissue
99.1633,99.1633,tissue
99.16339,99.16349,tissue
99.16355,99.16357,tissue
99.1638,99.16384,tissue
99.1639,99.1639,tissue
99.16416,99.16416,tissue
99.16427,99.16433,tissue
99.16436,99.16436,tissue
99.1644,99.1644,tissue
99.1645,99.1645,tissue
99.16454,99.16454,tissue
99.16453,99.16463,tissue
99.16462,99.16463,tissue
99.16473,99.16475,tissue
99.1648,99.1648,tissue
99.16496,99.16496,tissue
99.165,99.165,tissue
99.16506,99.16506,tissue
99.16512,99.16512,tissue
99.16526,99.16526,tissue
99.16538,99.16538,tissue
99.16546,99.16546,tissue
99.1657,99.1657,tissue
99.16574,99.16579,tissue
99.16598,99.16598,tissue
99.16652,99.16652,tissue
99.16674,99.16674,tissue
99.16682,99.16682,tissue
99.16689,99.167,tissue
